Score_Index,NonConformity_Score,Year,GEOID,Target_Yield
759,-0.123,2017,19165,12.9852
760,-0.5413,2018,19165,11.8566
761,0.7049,2016,19167,13.3049
762,0.7289,2017,19167,13.8379
763,0.7564,2018,19167,13.2861
764,0.5323,2016,19169,13.2861
765,-0.5948,2017,19169,12.5588
766,-0.4869,2018,19169,12.0572
767,0.265,2016,19171,13.0667
768,0.6222,2017,19171,13.8316
769,0.7791,2018,19171,14.0636
770,-1.1596,2016,19173,10.0257
771,-0.8041,2017,19173,10.9725
772,-0.2643,2018,19173,9.6809
773,0.1005,2016,19175,11.4741
774,-0.4996,2017,19175,9.2733
775,-0.3058,2018,19175,9.7687
776,0.6503,2016,19177,11.8503
777,0.59,2017,19177,8.0381
778,-0.3387,2018,19177,11.3424
779,0.3951,2016,19179,12.3456
780,-0.5436,2017,19179,9.5931
781,-0.4701,2016,19181,11.5744
782,0.4319,2017,19181,11.4866
783,-0.6599,2018,19181,10.2577
784,0.6944,2016,19183,13.0541
785,0.8334,2017,19183,13.8191
786,0.5072,2018,19183,13.4366
787,-0.0151,2016,19185,10.9412
788,-0.071,2018,19185,10.7593
789,-0.2259,2016,19187,12.5902
790,-0.5804,2017,19187,12.4083
791,-0.6377,2018,19187,11.7939
792,-0.094,2016,19189,12.4083
793,0.0689,2017,19189,13.2109
794,-0.7913,2018,19189,11.3362
795,1.3121,2016,19191,13.2109
796,0.9116,2017,19191,12.5212
797,0.284,2018,19191,12.4209
798,0.7687,2016,19193,12.772
799,-0.0206,2017,19193,12.5714
800,1.4038,2018,19193,13.7501
801,-0.1914,2016,19195,12.007
802,-0.3707,2017,19195,12.4459
803,-0.7288,2018,19195,11.286
804,0.0528,2016,19197,12.5525
805,0.0312,2017,19197,12.9726
806,-0.7583,2018,19197,11.3174
807,-0.33,2016,27001,7.1164
808,1.4305,2018,27001,5.6681
809,-0.1699,2016,27003,10.4521
810,-1.0626,2017,27003,9.6119
811,-1.007,2018,27003,9.0727
812,0.0429,2016,27005,10.3831
813,1.2109,2018,27005,11.3675
814,-0.5408,2016,27007,9.4238
815,-0.5182,2016,27009,10.6151
816,-0.9417,2017,27009,9.6495
817,0.3249,2018,27009,11.4741
818,-0.1105,2016,27011,11.7939
819,-1.0898,2017,27011,11.2108
820,0.0492,2018,27011,12.4334
821,-0.4552,2016,27013,11.9569
822,0.0525,2017,27013,13.1356
823,-0.5443,2018,27013,10.8534
824,-0.3094,2016,27015,11.9882
825,-0.4863,2017,27015,12.3456
826,0.3986,2018,27015,9.9944
827,-1.668,2016,27017,7.9441
828,-1.6065,2017,27017,8.2576
829,-0.7528,2018,27017,9.3172
830,-0.1145,2016,27019,12.1324
831,0.2406,2017,27019,12.8848
832,-0.6252,2018,27019,11.2045
833,-0.813,2016,27021,9.4238
834,-0.2326,2016,27023,12.5149
835,-0.1646,2017,27023,12.5839
836,-0.7123,2018,27023,11.5556
837,-0.0182,2016,27025,9.0664
838,0.0698,2017,27025,9.0163
839,-0.4797,2018,27025,9.963
840,0.1089,2016,27027,11.3926
841,-0.7772,2017,27027,10.4019
842,-0.1352,2018,27027,11.5744
843,-0.0056,2016,27033,12.5588
844,0.1926,2017,27033,13.0102
845,-0.7291,2018,27033,10.891
846,-0.7625,2016,27035,8.1196
847,-1.4654,2017,27035,9.2545
848,-0.043,2016,27037,12.2829
849,0.2754,2017,27037,12.6591
850,0.0386,2018,27037,12.239
851,0.5274,2016,27039,12.7281
852,0.6821,2017,27039,13.5307
853,0.0434,2018,27039,12.5525
854,0.505,2016,27041,11.8315
855,-0.8292,2017,27041,10.7405
856,0.2759,2016,27043,13.073
857,-0.046,2017,27043,13.4993
858,0.7485,2018,27043,10.1386
859,0.4711,2016,27045,12.4271
860,1.1883,2017,27045,13.2987
861,-0.1732,2018,27045,12.0635
862,-0.2223,2016,27047,12.145
863,0.3521,2017,27047,13.261
864,-0.2324,2018,27047,10.9474
865,-0.2597,2016,27049,12.0823
866,0.4825,2017,27049,13.236
867,-0.2059,2018,27049,12.0698
868,0.5108,2016,27051,12.4021
869,-0.4525,2017,27051,11.9255
870,0.0807,2016,27053,11.6998
871,-0.7313,2017,27053,10.7217
872,0.6819,2018,27053,11.7939
873,-0.014,2016,27055,11.9255
874,0.5889,2017,27055,12.3895
875,-0.2253,2018,27055,11.7688
876,1.0,2016,27057,11.3111
877,-0.9006,2017,27059,9.8815
878,-0.3309,2018,27059,10.0257
879,-0.1244,2016,27063,12.1701
880,0.2263,2017,27063,12.8848
881,-0.7281,2018,27063,10.4709
882,-0.0485,2016,27065,10.3706
883,-0.0752,2016,27067,12.3143
884,-0.1791,2017,27067,12.6152
885,-0.1401,2018,27067,12.3143
886,-0.389,2016,27069,9.0476
887,-0.6759,2017,27069,8.3454
888,-0.4484,2018,27069,7.6243
889,-0.0887,2016,27073,12.3143
890,-0.5462,2017,27073,11.8503
891,-0.0193,2018,27073,12.4209
892,0.0794,2016,27079,12.3017
893,0.6182,2017,27079,13.2485
894,-0.6523,2018,27079,11.5431
895,1.032,2016,27081,12.7657
896,-0.3032,2017,27081,10.9537
897,0.3929,2016,27083,12.7594
898,-0.898,2017,27083,11.4741
899,-0.7067,2018,27083,11.2797
900,-0.4462,2016,27085,11.7437
901,0.2535,2017,27085,12.9287
902,-0.5663,2018,27085,11.4866
903,0.29,2016,27087,10.3831
904,-0.7125,2017,27087,9.6056
905,-0.4052,2016,27089,8.8532
906,-0.9046,2017,27089,7.687
907,0.408,2016,27091,13.0165
908,0.0484,2017,27091,13.4178
909,-0.074,2018,27091,10.0759
910,-0.5073,2016,27093,11.4929
911,-0.7313,2017,27093,11.7061
912,-0.0182,2016,27095,10.8722
913,-1.2307,2017,27095,9.6119
914,-0.3905,2016,27097,10.2201
915,-0.4351,2017,27097,10.4897
916,0.7784,2018,27097,11.2672
917,0.2865,2016,27099,12.3958
918,0.7585,2017,27099,13.4303
919,-0.1719,2018,27099,12.1826
920,0.263,2016,27101,12.5651
921,-0.6727,2017,27101,12.3582
922,-1.0435,2018,27101,10.6151
923,0.682,2016,27103,13.1294
924,-0.0043,2017,27103,12.9037
925,-0.7151,2018,27103,11.6622
926,-0.2598,2016,27105,11.75
927,-0.1454,2017,27105,12.1262
928,-1.018,2018,27105,10.5775
929,-0.5968,2016,27107,10.4834
930,-0.9338,2017,27107,9.8251
931,0.1288,2016,27109,12.2516
932,0.749,2017,27109,12.9225
933,0.4017,2018,27109,12.6278
934,0.6626,2016,27111,11.6497
935,-0.3197,2017,27111,11.1731
936,0.802,2018,27111,11.913
937,-1.5197,2017,27113,7.4738
938,-0.4059,2018,27115,10.1135
939,0.6062,2016,27117,12.5086
940,-0.7849,2017,27117,11.6622
941,0.3501,2016,27119,10.4207
942,0.2106,2016,27121,12.1889
943,-0.8785,2017,27121,11.6936
944,0.2525,2018,27121,12.3331
945,1.1021,2016,27125,10.7468
946,-1.1013,2017,27125,8.7717
947,0.0452,2016,27127,12.7156
948,-0.3981,2017,27127,12.5964
949,-0.0418,2018,27127,10.4521
950,-0.0971,2016,27129,12.4648
951,-0.0296,2017,27129,12.9852
952,-0.3884,2018,27129,11.2672
953,-0.4575,2016,27131,11.8064
954,0.6092,2017,27131,13.1168
955,-0.7487,2018,27131,11.2923
956,0.1369,2016,27133,12.6152
957,0.1537,2017,27133,12.9225
958,-0.187,2018,27133,11.3738
959,-1.4134,2017,27135,7.3861
960,-1.0289,2018,27135,8.2262
961,-0.2518,2016,27137,9.7185
962,0.0068,2016,27139,12.239
963,0.2187,2017,27139,12.5463
964,-0.6722,2016,27141,10.4396
965,-0.1413,2017,27141,9.4301
966,0.1513,2016,27143,12.6278
967,0.0615,2017,27143,12.9287
968,-0.1872,2018,27143,11.1731
969,0.2731,2016,27145,11.6622
970,-0.431,2017,27145,11.1418
971,0.16,2018,27145,11.5117
972,0.3307,2016,27147,12.6278
973,0.6807,2017,27147,13.468
974,-0.4153,2018,27147,12.0509
975,0.4414,2016,27149,12.866
976,-0.697,2017,27149,11.9506
977,-0.1882,2018,27149,12.5839
978,-0.0396,2016,27151,12.5337
979,-0.7118,2017,27151,11.9318
980,-0.0347,2018,27151,12.6403
981,0.1184,2016,27153,10.5022
982,-1.3341,2017,27153,9.6997
983,-1.041,2018,27153,9.2859
984,0.1874,2016,27155,12.2077
985,-0.8032,2017,27155,11.612
986,-0.1738,2018,27155,12.377
987,-0.0163,2016,27157,12.1324
988,0.9318,2017,27157,13.167
989,-0.1895,2018,27157,12.4146
990,-1.082,2016,27159,9.2984
991,-0.3728,2017,27159,10.2891
992,-0.1119,2018,27159,10.1637
993,0.4225,2016,27161,12.8284
994,0.4594,2017,27161,13.4805
995,-0.0595,2018,27161,12.3707
996,0.2159,2016,27163,11.8628
997,-0.6137,2017,27163,11.0666
998,1.6661,2018,27163,12.9726
999,-0.6109,2016,27165,11.75
1000,0.6193,2017,27165,13.725
1001,0.8208,2018,27165,9.4175
1002,-0.1678,2016,27167,11.5305
1003,-0.3818,2017,27167,11.4302
1004,0.4282,2016,27169,12.4961
1005,0.5441,2017,27169,12.2578
1006,0.2912,2018,27169,12.5964
1007,-0.0254,2016,27171,11.4804
1008,-0.1002,2017,27171,11.449
1009,-0.0318,2016,27173,12.54
1010,-0.6708,2017,27173,12.0384
1011,-0.4836,2018,27173,11.7562
1012,0.0175,2016,29001,10.6653
1013,-0.9712,2016,29003,9.5304
1014,-0.7929,2017,29003,10.1072
1015,-0.7607,2016,29005,10.6151
1016,-0.6492,2017,29005,11.5431
1017,-0.3775,2018,29005,10.6715
1018,0.229,2016,29007,10.7719
1019,0.244,2017,29007,11.217
1020,-0.5127,2018,29007,8.2325
1021,0.1885,2017,29009,9.1918
1022,0.4537,2018,29009,4.7652
1023,-0.7664,2016,29011,9.7624
1024,-1.0387,2017,29011,9.7436
1025,-0.0157,2018,29011,7.3108
1026,-0.333,2017,29013,10.4772
1027,-0.4947,2018,29013,9.9693
1028,0.1394,2016,29015,10.4584
1029,0.2447,2018,29015,10.6653
1030,0.0756,2017,29017,10.3267
1031,0.0706,2017,29019,10.6841
1032,-0.7024,2016,29021,9.9442
1033,-0.5446,2017,29021,11.2045
1034,0.8725,2016,29025,11.2609
1035,-0.8635,2017,29025,10.1888
1036,0.8091,2017,29027,11.3299
1037,-0.953,2016,29031,8.0507
1038,-1.1128,2017,29031,9.499
1039,-1.1298,2016,29033,10.1198
1040,-0.7113,2017,29033,11.2296
1041,0.2813,2016,29037,10.0195
1042,-0.3481,2017,29037,10.0696
1043,0.888,2017,29039,10.7468
1044,0.0075,2018,29039,6.8594
1045,-0.2682,2017,29041,11.2108
1046,0.0499,2016,29043,7.5804
1047,1.5984,2018,29043,4.7025
1048,-0.0499,2016,29047,10.3455
1049,-0.7614,2017,29047,10.7468
1050,-0.6105,2016,29049,9.8251
1051,-0.16,2017,29049,11.1292
1052,1.0273,2018,29049,6.7402
1053,-0.5913,2016,29051,9.5304
1054,0.6041,2017,29051,11.123
1055,-0.2155,2018,29051,9.8815
1056,-0.1549,2016,29053,10.8973
1057,0.167,2017,29053,11.5681
1058,-1.3928,2016,29057,8.5711
1059,-0.9505,2017,29057,7.756
1060,-0.422,2018,29057,5.9314
1061,0.8378,2017,29059,5.643
1062,-0.7695,2016,29061,10.0947
1063,-0.2198,2017,29061,8.9536
1064,0.2011,2018,29061,5.8436
1065,-0.6739,2017,29063,9.9756
1066,0.2135,2018,29063,5.9941
1067,-0.7036,2016,29069,9.6433
1068,-0.381,2017,29069,11.9067
1069,-0.7611,2018,29069,10.891
1070,-0.6338,2018,29071,8.7278
1071,-1.4909,2016,29073,7.919
1072,-0.1816,2017,29073,9.3987
1073,-1.0118,2018,29073,9.1417
1074,-0.6819,2017,29075,9.405
1075,-0.3647,2016,29077,9.0727
1076,0.5268,2017,29077,9.4364
1077,2.4151,2018,29077,4.1821
1078,-0.7858,2018,29079,6.9221
1079,-0.2394,2017,29081,9.2294
1080,-0.1772,2016,29083,9.3047
1081,-0.0054,2017,29083,10.1511
1082,-0.1382,2018,29083,10.0069
1083,0.1419,2017,29085,7.0349
1084,-1.0765,2018,29085,8.5774
1085,-0.1632,2016,29087,10.7029
1086,0.907,2017,29087,12.7406
1087,-0.012,2016,29095,10.1449
1088,0.6253,2017,29095,12.076
1089,-1.2085,2018,29095,9.1667
1090,-0.9818,2017,29097,9.5743
1091,-1.5915,2016,29099,8.057
1092,-0.1983,2017,29099,6.7904
1093,-0.2686,2018,29099,8.2074
1094,0.4771,2016,29101,10.0508
1095,-0.0059,2017,29101,10.8596
1096,0.4506,2018,29101,10.6778
1097,-0.5251,2016,29103,10.4333
1098,-0.8544,2017,29103,10.3831
1099,-0.6479,2018,29103,7.8751
1100,-0.1459,2016,29105,9.9442
1101,-1.0151,2018,29105,8.2889
1102,0.5533,2016,29107,11.7061
1103,0.8649,2017,29107,12.8911
1104,-0.1978,2018,29107,10.8659
1105,-1.5633,2016,29109,7.6243
1106,-1.2084,2017,29109,7.4488
1107,-0.1561,2016,29111,10.2577
1108,-1.021,2017,29111,9.9505
1109,0.3928,2018,29111,7.3359
1110,-0.2504,2016,29113,9.7687
1111,-0.0796,2017,29113,8.9159
1112,-0.7779,2016,29115,10.0445
1113,-0.522,2016,29117,10.5022
1114,-0.3211,2017,29117,11.1543
1115,0.367,2016,29123,6.5835
1116,-0.364,2016,29125,8.8783
1117,-1.0208,2017,29125,8.2701
1118,0.8187,2016,29127,11.8127
1119,-1.0555,2017,29127,10.0571
1120,-0.8129,2017,29129,9.3736
1121,-1.5717,2016,29131,8.1886
1122,-0.1543,2017,29131,9.7185
1123,0.4891,2018,29131,7.593
1124,-0.2316,2016,29133,9.0037
1125,-0.5851,2017,29133,11.4929
1126,-0.8868,2018,29133,11.2421
1127,-1.0473,2017,29135,9.7498
1128,-0.7108,2018,29135,9.0727
1129,-0.1719,2016,29137,10.2828
1130,-0.4138,2017,29137,9.0476
1131,-0.145,2018,29137,7.825
1132,-0.3923,2017,29139,10.4709
1133,0.3443,2018,29139,7.919
1134,0.1903,2016,29141,9.7373
1135,-0.336,2017,29141,9.731
1136,-0.2146,2018,29141,8.546
1137,-0.1389,2016,29143,10.5399
1138,-0.1747,2017,29143,12.2077
1139,-0.4014,2016,29145,9.079
1140,0.6995,2017,29145,9.6746
1141,0.8255,2018,29145,4.8655
1142,-0.5886,2016,29147,10.4709
1143,-0.5353,2017,29147,11.2923
1144,0.6411,2018,29147,7.8062
1145,1.4057,2016,29151,11.5493
1146,0.1924,2017,29151,10.5085
1147,-0.6124,2018,29151,9.9442
1148,-0.6062,2016,29155,10.0132
1149,-0.4048,2018,29155,11.0289
1150,-0.7435,2017,29157,8.6087
1151,-0.467,2018,29157,9.5492
1152,0.5135,2016,29159,10.4396
1153,0.6309,2017,29159,11.4239
1154,-0.7677,2018,29159,9.9944
1155,0.0828,2016,29163,10.2201
1156,0.4417,2017,29163,10.7468
1157,-0.6973,2018,29163,8.7529
1158,-0.2911,2016,29165,10.0383
1159,-0.9222,2017,29165,10.7844
1160,-1.0322,2018,29165,9.9693
1161,0.4522,2016,29167,10.2201
1162,-1.3765,2017,29167,7.687
1163,-0.7799,2018,29167,7.06
1164,0.5849,2016,29173,10.9161
1165,-0.6041,2017,29173,10.0383
1166,-0.8314,2018,29173,9.3235
1167,0.7177,2016,29175,11.0916
1168,-0.5173,2017,29175,10.333
1169,-0.7002,2018,29175,7.919
1170,-0.4884,2017,29177,11.2609
1171,0.2683,2016,29183,10.5963
1172,-1.077,2017,29183,9.7248
1173,-0.9197,2018,29183,10.1386
1174,-1.0165,2016,29186,9.3674
1175,-0.9669,2017,29186,8.4833
1176,-0.4262,2018,29186,10.7969
1177,-0.8782,2016,29187,8.9097
1178,0.8377,2017,29187,9.7561
1179,-0.6286,2016,29189,9.6746
1180,-0.7564,2017,29189,9.2044
1181,0.3707,2016,29195,11.6559
1182,0.4417,2017,29195,12.471
1183,-0.5129,2018,29195,9.2545
1184,-0.1336,2017,29199,9.2482
1185,-0.3024,2017,29201,11.6434
1186,-0.0534,2016,29205,10.9725
1187,-1.2889,2016,29207,9.2232
1188,-0.9318,2017,29207,10.6088
1189,-0.4198,2018,29207,10.8158
1190,-0.4234,2016,29217,9.2482
1191,-0.0618,2016,29219,9.6558
1192,-0.108,2017,29219,10.0759
1193,-1.2963,2017,29223,8.3579
1194,0.0626,2016,29225,9.869
1195,-0.9562,2017,29225,7.7497
1196,1.9683,2018,29225,4.5144
1197,-0.596,2016,29227,9.9881
1198,-0.7295,2017,29227,9.0539
1199,-0.0638,2018,29227,6.5898
1200,-0.602,2016,39001,9.7436
1201,-0.4548,2017,39001,10.8596
1202,0.0326,2018,39001,11.0289
1203,-1.0555,2016,39003,9.405
1204,-0.9406,2017,39003,10.3455
1205,0.1349,2018,39003,12.3456
1206,-0.7446,2016,39005,7.5992
1207,-0.6574,2018,39005,9.5429
1208,0.5492,2016,39007,10.7844
1209,0.9497,2017,39007,10.8283
1210,-0.7613,2018,39007,9.0288
1211,-0.3939,2016,39009,10.1449
1212,-0.1658,2017,39009,11.1481
1213,0.4054,2018,39009,8.4833
1214,-0.7585,2016,39011,8.4206
1215,-0.0724,2017,39011,10.8408
1216,1.1136,2018,39011,13.167
1217,0.3974,2017,39013,7.524
1218,1.0427,2018,39013,6.27
1219,-0.3369,2016,39015,10.6966
1220,-1.0171,2017,39015,10.9349
1221,0.4703,2018,39015,12.0321
1222,-1.0751,2016,39017,9.7436
1223,-0.7465,2017,39017,10.9725
1224,0.0631,2018,39017,11.4114
1225,0.4464,2016,39019,6.1822
1226,-0.6694,2017,39019,9.2232
1227,-0.7965,2018,39019,8.1761
1228,-0.9939,2016,39021,9.6809
1229,-0.4324,2017,39021,12.2328
1230,0.1724,2018,39021,12.0259
1231,-0.8075,2016,39023,10.3831
1232,-0.1411,2017,39023,12.4522
1233,0.8107,2018,39023,12.7908
1234,-0.8358,2016,39025,10.195
1235,-0.5292,2017,39025,11.3424
1236,0.671,2018,39025,12.2265
1237,0.2398,2016,39027,11.9632
1238,0.0816,2017,39027,12.7469
1239,0.8709,2018,39027,13.3551
1240,-1.1034,2016,39029,8.684
1241,0.0603,2017,39029,10.3957
1242,-0.9381,2018,39029,9.4928
1243,-0.9682,2016,39031,9.2733
1244,-0.2392,2017,39031,10.9098
1245,-0.6008,2018,39031,10.4521
1246,-0.624,2016,39033,10.1135
1247,-0.4652,2017,39033,11.4302
1248,0.5778,2018,39033,12.7281
1249,-0.4585,2016,39037,10.1888
1250,-0.7129,2017,39037,11.054
1251,0.3816,2018,39037,12.9099
1252,-0.5583,2016,39039,10.2577
1253,-0.3043,2017,39039,9.2608
1254,-0.6,2018,39039,11.0415
1255,-0.7413,2016,39041,10.4207
1256,-0.2524,2017,39041,11.8816
1257,-0.4371,2016,39043,9.7561
1258,-0.3054,2017,39043,11.3362
1259,-0.2353,2016,39045,10.9725
1260,-0.51,2017,39045,11.7186
1261,0.0318,2018,39045,11.5117
1262,-0.5528,2016,39047,10.9537
1263,-0.5532,2017,39047,12.007
1264,-0.1961,2018,39047,12.0196
1265,-0.7356,2016,39049,10.3957
1266,-0.5502,2017,39049,10.5148
1267,-1.273,2018,39049,10.3455
1268,-0.9924,2016,39051,11.1355
1269,-0.5455,2017,39051,11.5493
1270,-0.6766,2018,39051,11.3424
1271,-0.7101,2016,39053,8.8219
1272,0.0384,2017,39053,11.4177
1273,-0.3122,2018,39053,10.9035
1274,0.6334,2016,39055,7.2481
1275,-0.5005,2017,39055,8.778
1276,-0.3299,2018,39055,9.8314
1277,-0.4332,2016,39057,11.38
1278,-0.1662,2017,39057,12.2704
1279,1.2738,2018,39057,13.4178
1280,-0.3065,2016,39059,9.0539
1281,-0.3189,2017,39059,9.2859
1282,-1.1128,2018,39059,9.1417
1283,-0.3348,2016,39061,10.8785
1284,-0.6403,2017,39061,11.3362
1285,0.8868,2018,39061,12.4209
1286,-0.9231,2016,39063,8.9786
1287,-1.0434,2017,39063,10.7405
1288,-0.2305,2018,39063,11.5305
1289,-0.8484,2016,39065,9.7561
1290,-0.5633,2017,39065,9.4426
1291,-0.136,2018,39065,11.913
1292,-0.5959,2016,39067,8.5523
1293,-0.5911,2017,39067,9.4614
1294,-0.6988,2018,39067,9.1981
1295,-0.6813,2016,39069,10.5273
1296,-0.7399,2017,39069,11.2358
1297,-0.9489,2018,39069,11.2797
1298,-0.5052,2016,39071,10.8283
1299,-0.6624,2017,39071,10.4772
1300,-0.45,2018,39071,11.2546
1301,-1.0206,2016,39073,9.6307
1302,-0.9532,2016,39075,8.3454
1303,0.1349,2017,39075,10.5838
1304,-0.4969,2018,39075,9.405
1305,-0.298,2016,39077,9.9317
1306,-0.479,2017,39077,11.0728
1307,-0.7689,2018,39077,10.2389
1308,-0.8958,2016,39079,9.079
1309,-0.208,2017,39079,11.0791
1310,-0.087,2018,39079,10.96
1311,-0.8175,2017,39081,9.1667
1312,-0.5972,2018,39081,9.6119
1313,-1.0356,2016,39083,9.2044
1314,0.2606,2017,39083,11.2985
1315,-0.6395,2018,39083,10.333
1316,-0.8175,2017,39087,10.032
1317,0.4868,2018,39087,8.0883
1318,-0.6186,2016,39089,10.333
1319,-0.6571,2017,39089,11.1606
1320,-0.9459,2016,39091,9.4928
1321,-0.5963,2017,39091,10.2577
1322,0.5722,2018,39091,12.2328
1323,0.07,2016,39093,9.9129
1324,-1.1374,2016,39095,10.1574
1325,-0.4018,2017,39095,11.3487
1326,-0.0344,2018,39095,11.518
1327,-0.8695,2016,39097,10.6465
1328,-0.74,2017,39097,12.0509
1329,0.3747,2018,39097,12.4648
1330,-0.1514,2016,39099,9.6872
1331,0.1248,2017,39099,9.5429
1332,-0.8458,2018,39099,9.9066
1333,-0.0604,2016,39101,10.7969
1334,-0.8672,2017,39101,11.123
1335,1.1888,2018,39101,13.1482
1336,-1.2218,2016,39103,8.778
1337,0.0988,2017,39103,9.405
1338,0.1643,2018,39103,10.9098
1339,0.1225,2016,39105,7.9817
1340,-0.9795,2017,39105,10.2201
1341,-0.1744,2018,39105,8.778
1342,-0.6951,2016,39107,9.7937
1343,0.0892,2017,39107,11.0979
1344,0.7347,2018,39107,13.0792
1345,-0.4562,2016,39109,9.01
1346,-0.5117,2017,39109,11.8001
1347,0.3196,2018,39109,12.54
1348,-0.1308,2016,39111,7.8375
1349,-0.5482,2016,39113,10.822
1350,-1.1142,2017,39113,10.7217
1351,-0.3952,2018,39113,11.123
1352,-1.1426,2016,39115,8.7404
1353,0.0592,2017,39115,8.8532
1354,-0.9026,2018,39115,9.5304
1355,-0.0865,2016,39117,10.2076
1356,-0.6409,2017,39117,10.5273
1357,-0.6546,2016,39119,9.3486
1358,-0.5572,2017,39119,11.1104
1359,-0.1614,2018,39119,11.1982
1360,-0.386,2017,39121,8.6212
1361,-0.6667,2016,39123,9.6997
1362,0.0436,2017,39123,11.4929
1363,-0.712,2018,39123,10.3455
1364,-0.9749,2016,39125,9.405
1365,-0.6666,2017,39125,9.9818
1366,-0.6715,2018,39125,11.1606
1367,0.2202,2017,39127,11.6497
1368,-0.5562,2018,39127,10.659
1369,-0.7463,2016,39129,10.2326
1370,-0.7844,2017,39129,11.8001
1371,0.2633,2018,39129,11.7876
1372,-0.5243,2017,39131,10.7844
1373,0.3579,2018,39131,11.286
1374,-0.6371,2016,39133,9.0602
1375,0.1505,2017,39133,8.9786
1376,-0.4072,2018,39133,9.7561
1377,-0.7781,2016,39135,11.1355
1378,-0.7506,2017,39135,11.0666
1379,0.43,2018,39135,12.6027
1380,-0.7546,2016,39137,9.7561
1381,-0.6903,2017,39137,11.1481
1382,0.0793,2018,39137,12.4146
1383,-0.5059,2016,39139,9.3172
1384,-0.1838,2017,39139,10.7468
1385,-0.7544,2016,39141,9.9317
1386,-0.6535,2017,39141,10.9725
1387,0.0179,2018,39141,11.6434
1388,-0.3925,2016,39143,9.938
1389,-0.8862,2017,39143,11.2735
1390,-0.1995,2018,39143,11.3487
1391,-0.524,2016,39145,10.1699
1392,0.0467,2017,39145,11.5932
1393,-0.4977,2018,39145,10.659
1394,-0.376,2016,39147,9.3674
1395,-0.7221,2017,39147,11.054
1396,0.2002,2018,39147,11.3111
1397,-0.743,2016,39149,8.2325
1398,-0.533,2017,39149,11.0352
1399,0.6243,2018,39149,12.7218
1400,-0.9358,2016,39151,7.5992
1401,0.0003,2017,39151,9.9818
1402,-1.0636,2018,39151,9.4677
1403,0.39,2016,39155,10.9286
1404,1.143,2017,39155,11.3236
1405,0.0841,2018,39155,11.0352
1406,-1.4084,2016,39157,8.383
1407,0.3066,2017,39157,11.0979
1408,-0.8453,2018,39157,9.0163
1409,-0.349,2016,39159,11.3362
1410,-0.3974,2017,39159,12.2453
1411,0.4045,2018,39159,12.0447
1412,-0.4256,2016,39161,9.7749
1413,0.1927,2017,39161,10.8785
1414,0.0289,2018,39161,12.3017
1415,0.1031,2016,39165,10.8095
1416,-0.9202,2017,39165,11.0666
1417,0.3296,2018,39165,12.0886
1418,-0.4955,2016,39167,8.477
1419,-0.3436,2017,39167,10.7405
1420,-1.0938,2018,39167,9.2733
1421,-1.318,2016,39169,8.9034
1422,0.2666,2017,39169,10.2514
1423,-0.8312,2018,39169,10.4207
1424,-0.3693,2016,39171,10.6026
1425,-0.7975,2017,39171,10.4897
1426,-0.2239,2018,39171,11.4114
1427,-0.145,2016,39173,10.1699
1428,-1.0003,2017,39173,10.9788
1429,-0.3855,2018,39173,11.0916
1430,-0.801,2016,39175,9.568
1431,-1.0289,2017,39175,10.6527
1432,-0.2655,2018,39175,11.4616
